Steps,Policy/Entropy,Environment/Episode Length,High Score,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
10000,0.663084,18.603174603174605,18.0,-0.26067927,-0.6850894539363341,-0.6850894539363341,0.18023267,0.06469954,0.00029996908,1.0
20000,0.48556378,35.02214022140221,None,-0.59964234,-0.7547794044949114,-0.7547794044949114,0.062289804,0.07140194,0.0002999134,1.0
30000,0.32248342,80.83928571428571,20.0,-0.44315097,-0.4526785582836185,-0.4526785582836185,0.054052323,0.06359215,0.00029985094,1.0
40000,0.18699726,158.79032258064515,None,-0.25094238,-0.2887096626143302,-0.2887096626143302,0.040011536,0.06520754,0.00029978817,1.0
50000,0.11030983,247.12121212121212,30.0,-0.09759875,0.29393941773609683,0.29393941773609683,0.037773494,0.065251455,0.00029972597,1.0
60000,0.058745466,394.0,37.0,0.037963554,0.7235294326263315,0.7235294326263315,0.025392609,0.06524833,0.0002996698,1.0
70000,0.04175859,833.6,46.0,0.15501828,1.7600000254809856,1.7600000254809856,0.01832162,0.06601565,0.0002996133,1.0
80000,0.039146017,1383.0,62.0,0.24823587,4.5666667222976685,4.5666667222976685,0.01615182,0.06587346,0.00029955027,1.0
90000,0.042114023,1496.0,67.0,0.25706023,5.366666715592146,5.366666715592146,0.019454107,0.0678509,0.00029948656,1.0
100000,0.034019582,1224.6,87.0,0.29505935,3.4000000566244126,3.4000000566244126,0.020781117,0.067444615,0.0002994301,1.0
110000,0.03860169,976.6666666666666,109.0,0.3511134,2.3333333681027093,2.3333333681027093,0.013866867,0.063381284,0.00029937288,1.0
120000,0.040935215,3250.5714285714284,117.0,0.37239674,13.857142977416515,13.857142977416515,0.021951126,0.06504638,0.0002993091,1.0
130000,0.03964311,1715.0,None,0.38012344,6.6200000762939455,6.6200000762939455,0.02381674,0.076511964,0.00029924634,1.0
140000,0.035866503,1039.3333333333333,None,0.35425612,4.033333366115888,4.033333366115888,0.012442262,0.06486544,0.00029918973,1.0
150000,0.025347345,2000.5,129.0,0.34119144,6.800000116229057,6.800000116229057,0.012520772,0.06616931,0.00029913307,1.0
160000,0.025923168,3098.0,146.0,0.33642748,13.00000013038516,13.00000013038516,0.012134242,0.06566189,0.0002990696,1.0
170000,0.023993157,None,163.0,0.32449362,None,None,0.00944253,0.068041354,0.00029901194,1.0
180000,0.02186547,4200.0,187.0,0.32890612,15.800000175833702,15.800000175833702,0.0103196185,0.06495015,0.0002989543,1.0
190000,0.023128625,None,205.0,0.35086632,None,None,0.011664695,0.06829085,0.0002988899,1.0
200000,0.022236694,3387.0,225.0,0.3948938,12.900000102818012,12.900000102818012,0.012685875,0.07142048,0.00029882605,1.0
210000,0.021761691,None,247.0,0.4196345,None,None,0.00886504,0.06525475,0.00029876892,1.0
220000,0.016290866,None,273.0,0.44295847,None,None,0.011937509,0.06603159,0.00029871092,1.0
230000,0.019860795,3681.0,294.0,0.41708288,13.850000090897083,13.850000090897083,0.014999022,0.06657244,0.00029864738,1.0
240000,0.020603145,None,318.0,0.43162605,None,None,0.013346199,0.06512758,0.00029859017,1.0
250000,0.021522997,None,334.0,0.45573807,None,None,0.013351965,0.065845475,0.0002985324,1.0
260000,0.021215035,8641.5,354.0,0.43855995,37.55000028386712,37.55000028386712,0.013226683,0.06829598,0.00029846845,1.0
270000,0.019063592,None,375.0,0.43202677,None,None,0.0133732995,0.06940882,0.00029841138,1.0
280000,0.020042995,None,396.0,0.42935508,None,None,0.013295742,0.070201956,0.00029835437,1.0
290000,0.014753355,None,413.0,0.45309648,None,None,0.011913542,0.06291422,0.0002982906,1.0
300000,0.017075654,12022.0,438.0,0.47895196,49.20000043511391,49.20000043511391,0.013816061,0.07093673,0.00029822707,1.0
310000,0.020185713,None,460.0,0.4482977,None,None,0.014350349,0.06715723,0.0002981695,1.0
320000,0.018991422,None,482.0,0.43813774,None,None,0.010283592,0.064765796,0.0002981121,1.0
330000,0.02043974,None,501.0,0.4417708,None,None,0.013475736,0.06833229,0.0002980476,1.0
340000,0.018939378,16859.0,524.0,0.4485391,79.10000082105398,79.10000082105398,0.013838757,0.070192665,0.00029799002,1.0
350000,0.017017543,None,544.0,0.45585114,None,None,0.012281468,0.07402105,0.00029793283,1.0
360000,0.017289702,None,564.0,0.46623313,None,None,0.01088208,0.07214773,0.00029786886,1.0
370000,0.016572164,12616.0,582.0,0.42379847,58.100000470876694,58.100000470876694,0.015094891,0.06650135,0.000297812,1.0
380000,0.017653866,None,599.0,0.44762987,None,None,0.015974382,0.06574593,0.000297754,1.0
390000,0.016316256,None,617.0,0.47164774,None,None,0.01143117,0.0705597,0.00029769057,1.0
400000,0.013924589,None,634.0,0.47263595,None,None,0.011094034,0.06969981,0.00029762712,1.0
410000,0.017618125,None,658.0,0.4944051,None,None,0.014444811,0.07051185,0.00029756877,1.0
420000,0.012480154,17221.0,683.0,0.4918382,78.65000066906214,78.65000066906214,0.016559167,0.066959865,0.0002975114,1.0
430000,0.011741792,None,700.0,0.4760888,None,None,0.011008131,0.06369094,0.00029744822,1.0
440000,0.016784301,None,726.0,0.47648612,None,None,0.0120051205,0.072000146,0.0002973911,1.0
450000,0.01571266,None,748.0,0.4724343,None,None,0.012964527,0.06178389,0.00029733326,1.0
460000,0.018207759,None,773.0,0.48362422,None,None,0.012617144,0.06624901,0.00029726926,1.0
470000,0.01447642,None,794.0,0.48425028,None,None,0.010873587,0.07022945,0.0002972058,1.0
480000,0.013487548,None,823.0,0.45917353,None,None,0.011855301,0.06800561,0.0002971485,1.0
490000,0.018436987,None,848.0,0.4806814,None,None,0.015095694,0.06951963,0.0002970911,1.0
500000,0.014847167,None,868.0,0.481533,None,None,0.009611612,0.060391743,0.00029702744,1.0
510000,0.01620689,11194.0,890.0,0.4861598,51.1000005453825,51.1000005453825,0.017624283,0.07168328,0.00029697036,1.0
520000,0.013820075,None,910.0,0.5047669,None,None,0.013428557,0.0707878,0.00029691332,1.0
530000,0.01873642,None,930.0,0.51938355,None,None,0.015421522,0.0705065,0.00029684973,1.0
540000,0.014911784,None,951.0,0.53542346,None,None,0.014297703,0.068114646,0.0002967921,1.0
550000,0.01297848,10796.0,970.0,0.54811275,49.30000039935112,49.30000039935112,0.014922328,0.067072496,0.00029673375,1.0
560000,0.015933372,15982.0,989.0,0.46454513,74.80000061541796,74.80000061541796,0.012719534,0.06970192,0.00029667033,1.0
570000,0.0140525475,None,1009.0,0.44293192,None,None,0.009091984,0.0630715,0.00029660642,1.0
580000,0.013803538,None,1030.0,0.4400727,None,None,0.009657359,0.069184355,0.00029654862,1.0
590000,0.01435554,None,1046.0,0.43871114,None,None,0.013111678,0.066749886,0.00029649114,1.0
600000,0.012718513,None,1072.0,0.5181718,None,None,0.015743487,0.066813976,0.00029642755,1.0
610000,0.012709024,None,1093.0,0.536187,None,None,0.015883235,0.0659138,0.0002963704,1.0
620000,0.014615536,40589.0,1120.0,0.49265912,188.30000149458647,188.30000149458647,0.013367561,0.06393568,0.00029631302,1.0
630000,0.015051684,None,1139.0,0.4441138,None,None,0.01013311,0.06803017,0.00029624894,1.0
640000,0.011838622,None,1158.0,0.46986812,None,None,0.012860099,0.06737099,0.00029619134,1.0
650000,0.01107607,None,1176.0,0.48473862,None,None,0.014497998,0.07385017,0.00029613395,1.0
660000,0.0135766035,None,1201.0,0.5029985,None,None,0.013012935,0.073871344,0.0002960703,1.0
670000,0.013047835,None,1222.0,0.51134056,None,None,0.015252238,0.06604655,0.0002960066,1.0
680000,0.012762776,None,1244.0,0.5355502,None,None,0.015343026,0.0661079,0.00029594934,1.0
690000,0.013108668,None,1267.0,0.51179606,None,None,0.011174413,0.07260897,0.00029589204,1.0
700000,0.012258664,None,1287.0,0.5004944,None,None,0.014058155,0.063891426,0.00029582865,1.0
710000,0.012622533,None,1308.0,0.49036455,None,None,0.013558514,0.069279954,0.0002957706,1.0
720000,0.014908638,None,1331.0,0.49045908,None,None,0.012344984,0.07094494,0.00029571322,1.0
