Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,High Score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
1710000,0.0020472112,1513.3333333333333,0.27171132,2.950000034024318,2.950000034024318,1603.0,0.019000925,0.06607845,0.00028977,1.0
1720000,0.0010276932,None,0.2691245,None,None,1618.0,0.008782712,0.07246116,0.00028970625,1.0
1730000,0.002318497,4541.5,0.29083714,11.050000117470821,11.050000117470821,1632.0,0.01434345,0.07470737,0.00028964953,1.0
1740000,0.001083162,368.5,0.27188814,-0.2499999962747097,-0.2499999962747097,1647.0,0.013088641,0.06410842,0.000289593,1.0
1750000,0.0015420073,7951.0,0.27571428,23.600000210106373,23.600000210106373,1661.0,0.009006582,0.063021466,0.00028952907,1.0
1760000,0.00076335634,None,0.26972055,None,None,1673.0,0.0069358936,0.06417288,0.00028946562,1.0
1770000,0.0028914623,5042.166666666667,0.26987097,14.283333477874598,14.283333477874598,1686.0,0.018615296,0.067599565,0.00028940875,1.0
1780000,0.0016836558,5400.666666666667,0.28069812,15.000000129143396,15.000000129143396,1701.0,0.014986923,0.065396085,0.00028935174,1.0
1790000,0.0015816902,3950.0,0.2773408,10.350000087171793,10.350000087171793,1715.0,0.008870652,0.07100262,0.0002892882,1.0
1800000,0.0015894047,None,0.29638425,None,None,1728.0,0.00929108,0.06804297,0.00028923005,1.0
1810000,0.0022385402,3145.6666666666665,0.28469133,8.566666764517626,8.566666764517626,1742.0,0.013310288,0.070293,0.00028917193,1.0
1820000,0.0017567269,4533.0,0.2857861,15.100000135600567,15.100000135600567,1757.0,0.010220276,0.06988526,0.00028910855,1.0
1830000,0.0028744265,4051.3333333333335,0.2785196,11.933333456516266,11.933333456516266,1773.0,0.010256835,0.06842883,0.00028905037,1.0
1840000,0.0029927194,2770.0,0.2635945,7.042857226516519,7.042857226516519,1787.0,0.014978593,0.070840254,0.00028899295,1.0
1850000,0.0014541419,None,0.2554191,None,None,1805.0,0.009787344,0.07165419,0.00028892938,1.0
1860000,0.0021141153,4280.0,0.26814672,11.100000105798244,11.100000105798244,1816.0,0.011815759,0.06686224,0.0002888659,1.0
1870000,0.0025502464,3714.0,0.2718536,9.460000106692315,9.460000106692315,1831.0,0.018383967,0.0675026,0.0002888097,1.0
1880000,0.0018145187,2595.0,0.2803599,7.800000064074993,7.800000064074993,1845.0,0.0124215735,0.0727545,0.00028875255,1.0
1890000,0.0020785532,1335.0,0.28070286,1.7000000216066837,1.7000000216066837,1865.0,0.009559782,0.07299166,0.0002886892,1.0
1900000,0.0013915912,9855.0,0.28013968,31.700000509619713,31.700000509619713,1879.0,0.008794941,0.072037235,0.00028862577,1.0
1910000,0.0017433567,2014.5,0.27834064,3.850000075995922,3.850000075995922,1898.0,0.012698321,0.07411221,0.00028856797,1.0
1920000,0.0025234043,3645.0,0.26345238,10.360000100731849,10.360000100731849,1919.0,0.014891046,0.06753942,0.00028851102,1.0
1930000,0.0014449884,1126.0,0.27859095,2.9000000432133675,2.9000000432133675,1935.0,0.009813091,0.073378086,0.00028844786,1.0
1940000,0.0025302086,7887.25,0.29178423,22.650000227615237,22.650000227615237,1947.0,0.010432241,0.06620233,0.00028839055,1.0
1950000,0.0020859847,939.5,0.27406114,0.9000000283122063,0.9000000283122063,1963.0,0.013046296,0.06662676,0.0002883335,1.0
1960000,0.0022186136,1542.0,0.27263016,3.3000000193715096,3.3000000193715096,1981.0,0.0094674155,0.07084341,0.00028826966,1.0
1970000,0.0022175107,3477.0,0.2582057,8.666666778425375,8.666666778425375,1991.0,0.01641234,0.06871346,0.0002882064,1.0
1980000,0.0025207673,1945.0,0.23880304,3.525000050663948,3.525000050663948,2005.0,0.013866829,0.06428854,0.00028814992,1.0
1990000,0.0010135705,None,0.24700591,None,None,2022.0,0.00876564,0.06886453,0.00028809303,1.0
2000000,0.0012006256,None,0.2738931,None,None,2035.0,0.0091119725,0.06739607,0.00028802967,1.0
2010000,0.0018226301,3066.6666666666665,0.29974076,6.766666762530804,6.766666762530804,2048.0,0.015946133,0.06535274,0.00028796683,1.0
2020000,0.0023377603,3094.4285714285716,0.27315497,8.714285790920258,8.714285790920258,2064.0,0.01837369,0.06855202,0.00028791046,1.0
2030000,0.0017936282,6942.0,0.25467867,18.90000019222498,18.90000019222498,2076.0,0.0074755223,0.067934975,0.00028785327,1.0
2040000,0.0023667475,540.0,0.2749469,1.9000000059604645,1.9000000059604645,2090.0,0.013469162,0.066658534,0.00028779006,1.0
2050000,0.0016734152,2535.75,0.26375946,7.37500006519258,7.37500006519258,2101.0,0.014486313,0.06614439,0.00028772684,1.0
2060000,0.0023712378,6044.5,0.24420387,17.90000018104911,17.90000018104911,2115.0,0.011798734,0.06436885,0.0002876699,1.0
2070000,0.0015170625,1425.0,0.26119834,2.9000000208616257,2.9000000208616257,2126.0,0.009300744,0.07067926,0.00028761238,1.0
2080000,0.0017797755,2323.0,0.26771435,5.700000040233135,5.700000040233135,2142.0,0.009796717,0.07299922,0.00028754896,1.0
2090000,0.0011620659,None,0.26112318,None,None,2156.0,0.007958284,0.07086794,0.00028749145,1.0
2100000,0.0021222532,6988.0,0.2665631,18.300000213086605,18.300000213086605,2171.0,0.008910856,0.0693156,0.00028743385,1.0
2110000,0.0010302921,14099.0,0.27064598,36.100000359117985,36.100000359117985,2185.0,0.010019311,0.06608417,0.0002873705,1.0
2120000,0.0015034939,4820.0,0.26931694,13.100000135600567,13.100000135600567,2200.0,0.009654889,0.06671588,0.000287307,1.0
2130000,0.003072739,4819.1,0.26726842,12.6400001257658,12.6400001257658,2212.0,0.024373334,0.06699093,0.00028725038,1.0
2140000,0.0021368633,1639.0,0.23392545,2.6000000312924385,2.6000000312924385,2228.0,0.005681415,0.06803712,0.00028719232,1.0
2150000,0.0015166755,1820.0,0.24890603,3.30000002682209,3.30000002682209,2241.0,0.011147765,0.066343956,0.0002871284,1.0
2160000,0.00092366943,None,0.2620961,None,None,2255.0,0.0066661676,0.06353885,0.00028707122,1.0
2170000,0.0026555578,6197.0,0.27513117,13.366666798790297,13.366666798790297,2264.0,0.0113272,0.06449821,0.00028701389,1.0
2180000,0.002482489,1302.6,0.27592227,7.8333334140479565,7.8333334140479565,2282.0,0.021245535,0.068909034,0.00028695067,1.0
2190000,0.001683294,1772.5,0.27230236,5.800000097602606,5.800000097602606,2294.0,0.012384217,0.07193227,0.00028688708,1.0
2200000,0.0011288145,1703.0,0.27666324,3.2000000327825546,3.2000000327825546,2312.0,0.010700407,0.06666715,0.0002868303,1.0
2210000,0.0011955634,None,0.28781638,None,None,2328.0,0.007900727,0.06573758,0.00028676642,1.0
2220000,0.0011727855,2031.0,0.28300136,4.10000005364418,4.10000005364418,2338.0,0.009953521,0.066965505,0.00028670806,1.0
2230000,0.0018418106,16020.0,0.27711037,45.30000042170286,45.30000042170286,2352.0,0.009249842,0.06574385,0.00028665023,1.0
2240000,0.0021220094,5198.5,0.27240944,16.000000149011612,16.000000149011612,2364.0,0.009596261,0.07155188,0.0002865871,1.0
2250000,0.0021622875,5603.25,0.2584911,14.975000161677599,14.975000161677599,2381.0,0.011028093,0.063466325,0.00028652968,1.0
2260000,0.0025153314,3165.5,0.2534831,8.65000008419156,8.65000008419156,2393.0,0.015915146,0.06884135,0.00028647296,1.0
2270000,0.0037074827,2765.5,0.25825655,7.025000075809658,7.025000075809658,2407.0,0.017776765,0.07163851,0.00028640984,1.0
2280000,0.001082075,None,0.24804936,None,None,2422.0,0.007959972,0.07146954,0.00028634619,1.0
2290000,0.0019364033,3932.0,0.277947,10.525000136345625,10.525000136345625,2438.0,0.013787573,0.07158543,0.00028628897,1.0
2300000,0.0015988926,2394.6666666666665,0.29455903,5.366666751603286,5.366666751603286,2450.0,0.014101881,0.06624697,0.00028623219,1.0
2310000,0.001716876,1283.0,0.26430428,4.400000048180421,4.400000048180421,2466.0,0.015272382,0.06576198,0.00028616912,1.0
2320000,0.0012252819,1652.0,0.25120044,3.600000038743019,3.600000038743019,2481.0,0.01331904,0.061075468,0.00028610576,1.0
2330000,0.0025947357,5804.8,0.28192982,16.90000018775463,16.90000018775463,2496.0,0.018737713,0.069394216,0.0002860489,1.0
2340000,0.001374219,1623.5,0.26211485,6.10000005364418,6.10000005364418,2515.0,0.0077185137,0.06930684,0.00028599246,1.0
2350000,0.0016719963,1893.0,0.27130958,3.200000084936619,3.200000084936619,2530.0,0.008809066,0.06425647,0.00028592866,1.0
2360000,0.00088923844,2741.0,0.27213898,6.900000125169754,6.900000125169754,2543.0,0.010712157,0.06655723,0.0002858708,1.0
2370000,0.0014715195,3705.0,0.27251065,11.100000110765299,11.100000110765299,2555.0,0.012660561,0.067501344,0.00028581277,1.0
2380000,0.002961007,2650.75,0.2647311,7.250000067055225,7.250000067055225,2569.0,0.013812724,0.07064892,0.00028574857,1.0
2390000,0.0031655221,2679.1111111111113,0.25316748,6.355555632048183,6.355555632048183,2585.0,0.021524116,0.06533891,0.00028569155,1.0
2400000,0.001057631,None,0.24697666,None,None,2601.0,0.009176209,0.06325461,0.00028563433,1.0
2410000,0.0019930308,4004.0,0.26310325,9.500000131626924,9.500000131626924,2616.0,0.012981296,0.06885856,0.00028557068,1.0
2420000,0.0015276918,5085.0,0.2682101,14.850000202655792,14.850000202655792,2630.0,0.011760524,0.062463038,0.00028550695,1.0
2430000,0.00270597,32032.4,0.26249123,92.10000089854002,92.10000089854002,2639.0,0.01841099,0.06614033,0.00028545022,1.0
2440000,0.00082830334,None,0.25853354,None,None,None,0.0069919387,0.06983081,0.00028539327,1.0
2450000,0.0007407933,None,0.26833084,None,None,None,0.008011075,0.06709637,0.00028532924,1.0
2460000,0.0021080566,4203.5,0.2680623,12.400000128895044,12.400000128895044,None,0.0106015215,0.06505963,0.00028527173,1.0
2470000,0.0023949547,1381.6666666666667,0.25736547,2.1000000362594924,2.1000000362594924,None,0.01315849,0.07142596,0.00028521396,1.0
2480000,0.0015702889,3727.0,0.2597441,9.200000055134296,9.200000055134296,None,0.0077056317,0.07228889,0.00028515002,1.0
2490000,0.0023197136,1274.0,0.2700221,2.7500000335276127,2.7500000335276127,None,0.012830873,0.068811275,0.0002850862,1.0
2500000,0.002026474,7811.25,0.27942228,22.225000225007534,22.225000225007534,None,0.013390608,0.06775421,0.00028502912,1.0
2510000,0.0011633907,588.0,0.26610744,1.5000000298023224,1.5000000298023224,None,0.012150831,0.06684262,0.00028497208,1.0
2520000,0.0006740309,None,0.26161605,None,None,None,0.0067168893,0.06400062,0.00028490875,1.0
2530000,0.0017942514,6918.0,0.26661932,16.20000021904707,16.20000021904707,None,0.00946777,0.06738841,0.00028484565,1.0
2540000,0.0023399629,2877.714285714286,0.2555544,7.8285714983940125,7.8285714983940125,None,0.022245983,0.06558503,0.0002847892,1.0
2550000,0.000994561,None,0.26558232,None,None,None,0.009547786,0.06567211,0.00028473098,1.0
2560000,0.0020402365,2721.0,0.29320762,6.640000103414058,6.640000103414058,None,0.01710447,0.068969384,0.00028466684,1.0
2570000,0.0013114591,9187.0,0.28247508,29.30000026524067,29.30000026524067,None,0.008006069,0.07165499,0.00028460953,1.0
2580000,0.0015691482,8037.5,0.26571506,23.275000263005495,23.275000263005495,None,0.015230173,0.07351712,0.0002845532,1.0
2590000,0.0009729932,None,0.26469818,None,None,None,0.008645205,0.068776384,0.00028448988,1.0
2600000,0.0022357348,3304.6666666666665,0.31465644,7.966666770478089,7.966666770478089,None,0.0155233415,0.06613846,0.00028442644,1.0
2610000,0.0024081646,3188.285714285714,0.28854644,8.257142936544758,8.257142936544758,None,0.024705905,0.06954872,0.00028437015,1.0
2620000,0.0014192528,1322.0,0.27164006,0.8000000491738319,0.8000000491738319,None,0.008742251,0.07005608,0.0002843134,1.0
2630000,0.0016788794,2978.25,0.2792179,8.200000086799264,8.200000086799264,None,0.012874467,0.063814215,0.0002842502,1.0
2640000,0.0033271105,3172.6666666666665,0.27316466,8.100000083446503,8.100000083446503,None,0.017801967,0.06936458,0.0002841875,1.0
2650000,0.04451372,1763.695652173913,0.23224564,4.526087013923603,4.526087013923603,None,0.03457331,0.0695925,0.00028413,1.0
2660000,0.00088041637,None,0.16478641,None,None,None,0.011003075,0.067555875,0.00028407265,1.0
2670000,0.0017679018,1719.0,0.22296725,4.700000077486038,4.700000077486038,None,0.009724821,0.07004653,0.00028400886,1.0
2680000,0.0028307955,2342.6666666666665,0.2381941,6.300000086426735,6.300000086426735,None,0.012032903,0.06620496,0.00028394526,1.0
2690000,0.0019635041,1590.6666666666667,0.24079445,4.333333392937978,4.333333392937978,None,0.012807301,0.06759824,0.00028388778,1.0
2700000,0.0009804866,None,0.23723988,None,None,None,0.006506299,0.06998011,0.00028383068,1.0
2710000,0.0016282301,3972.0,0.26054454,10.366666783889135,10.366666783889135,None,0.014086315,0.06485995,0.00028376744,1.0
2720000,0.0014291405,1813.5,0.26271307,4.700000055134296,4.700000055134296,None,0.008082544,0.06773654,0.0002837102,1.0
2730000,0.0017572801,6349.0,0.23751646,14.300000183284283,14.300000183284283,None,0.008591818,0.06564237,0.00028365335,1.0
2740000,0.0035108807,None,0.2583963,None,None,None,0.009433967,0.0658368,0.00028358982,1.0
2750000,0.0033816283,3879.1666666666665,0.2720255,9.666666773458322,9.666666773458322,None,0.016113404,0.06476407,0.00028352643,1.0
2760000,0.0011703421,4631.5,0.24574603,12.900000181049109,12.900000181049109,None,0.010185881,0.06900682,0.00028346948,1.0
2770000,0.0010634452,None,0.2609947,None,None,None,0.007903849,0.071662426,0.0002834117,1.0
2780000,0.001146644,None,0.2758803,None,None,None,0.010263476,0.06506109,0.00028334776,1.0
2790000,0.0016040814,5886.5,0.2944735,16.10000016912818,16.10000016912818,None,0.012803848,0.06651622,0.00028329075,1.0
2800000,0.0016631149,5026.5,0.26816937,12.500000201165676,12.500000201165676,None,0.0094868345,0.06385027,0.00028323376,1.0
2810000,0.0025213503,6237.0,0.26897615,18.333333509663742,18.333333509663742,None,0.013785446,0.06643988,0.00028317067,1.0
2820000,0.0018459801,5337.5,0.25392362,13.825000140815973,13.825000140815973,None,0.015131044,0.065830395,0.0002831068,1.0
2830000,0.00097220036,914.0,0.2650997,1.6000000163912773,1.6000000163912773,None,0.012092941,0.06961838,0.00028304895,1.0
2840000,0.0014691117,2976.0,0.28541687,6.600000075995922,6.600000075995922,None,0.011181185,0.071011834,0.00028299168,1.0
2850000,0.002225356,3183.1428571428573,0.2919625,7.614285808588777,7.614285808588777,None,0.013612026,0.07031351,0.0002829285,1.0
2860000,0.001685638,3885.75,0.2361198,11.200000086799264,11.200000086799264,None,0.018406115,0.06751007,0.0002828716,1.0
2870000,0.0011477103,2737.5,0.26423612,7.6000000685453415,7.6000000685453415,None,0.010067271,0.06902932,0.00028281426,1.0
2880000,0.0020137955,1177.25,0.26738885,2.3250000309199095,2.3250000309199095,None,0.015889712,0.061809115,0.00028275032,1.0
2890000,0.0029830665,3797.285714285714,0.26406556,11.600000114313193,11.600000114313193,None,0.015621792,0.06467606,0.00028268667,1.0
2900000,0.0024545493,1228.5,0.26326442,1.7000000420957804,1.7000000420957804,None,0.006873859,0.06383431,0.00028262957,1.0
2910000,0.0015874277,None,0.24242984,None,None,None,0.0133251175,0.07135973,0.00028257258,1.0
2920000,0.0024285417,1780.375,0.25909638,4.0500000435858965,4.0500000435858965,None,0.020160627,0.06705627,0.00028250928,1.0
2930000,0.0012985168,None,0.26310456,None,None,None,0.011254099,0.06437818,0.00028245145,1.0
2940000,0.0018069452,3805.3333333333335,0.27747038,10.433333446582159,10.433333446582159,None,0.0119485,0.0683986,0.00028239438,1.0
2950000,0.00088354317,None,0.2731265,None,None,None,0.009658619,0.07164133,0.00028233117,1.0
2960000,0.0032418182,3237.4,0.29020634,9.220000088214874,9.220000088214874,None,0.017502654,0.061305624,0.0002822679,1.0
2970000,0.0013127902,4953.0,0.26319924,12.200000137090683,12.200000137090683,None,0.008132073,0.068769455,0.00028221117,1.0
2980000,0.0021480077,1005.6666666666666,0.26688412,1.466666693488757,1.466666693488757,None,0.013246736,0.06803781,0.0002821539,1.0
2990000,0.0009953314,9195.0,0.2616007,26.300000220537186,26.300000220537186,None,0.00840114,0.06989379,0.00028209056,1.0
3000000,0.0012715323,5091.0,0.2678178,12.500000111758709,12.500000111758709,None,0.011401673,0.065456495,0.0002820272,1.0
3010000,0.0010730979,None,0.25936934,None,None,None,0.0068200286,0.07160592,0.0002819701,1.0
3020000,0.0022816071,4674.5,0.26399758,13.350000156089664,13.350000156089664,None,0.013582574,0.0688584,0.00028191268,1.0
3030000,0.0018596979,None,0.26324922,None,None,None,0.00925574,0.06692402,0.00028184862,1.0
3040000,0.0026957872,3639.8,0.26649067,9.300000105798244,9.300000105798244,None,0.017323885,0.07414052,0.00028179173,1.0
3050000,0.0012306517,None,0.2784558,None,None,None,0.010260956,0.07407589,0.00028173465,1.0
3060000,0.0011912909,5036.5,0.28100193,12.850000150501728,12.850000150501728,None,0.011464625,0.06291271,0.00028167156,1.0
3070000,0.0022223142,3253.6,0.26509914,9.140000095963478,9.140000095963478,None,0.016715104,0.06837374,0.00028160893,1.0
3080000,0.0024343731,None,0.25654915,None,None,None,0.008641059,0.06441142,0.00028154583,1.0
3090000,0.003004528,6533.5,0.27645844,20.250000171363354,20.250000171363354,None,0.014684182,0.06688708,0.0002814888,1.0
3100000,0.00227207,4964.666666666667,0.28749046,15.566666819155216,15.566666819155216,None,0.0133040305,0.06275222,0.0002814319,1.0
3110000,0.0017636854,1954.0,0.26774564,6.200000077486038,6.200000077486038,None,0.008744073,0.07126487,0.0002813689,1.0
3120000,0.0029863296,3950.8,0.25901577,11.280000104010105,11.280000104010105,None,0.0149803255,0.064303815,0.0002813056,1.0
3130000,0.00091109157,2527.0,0.23960072,5.60000005364418,5.60000005364418,None,0.010895498,0.06080943,0.0002812485,1.0
3140000,0.001435537,3206.0,0.26531467,6.900000147521496,6.900000147521496,None,0.008380655,0.068208195,0.00028119137,1.0
3150000,0.0025331406,7028.0,0.28288734,17.900000177323818,17.900000177323818,None,0.010168193,0.06518186,0.0002811276,1.0
3160000,0.0019342344,2980.3333333333335,0.27446207,7.533333458006382,7.533333458006382,None,0.013337067,0.07335419,0.0002810704,1.0
3170000,0.0012750998,10108.0,0.2600755,28.500000275671482,28.500000275671482,None,0.009972782,0.064944625,0.00028101285,1.0
3180000,0.0017610912,1977.5,0.2536189,4.000000048428774,4.000000048428774,None,0.01070267,0.06998803,0.00028094975,1.0
3190000,0.0023435345,7716.0,0.26550603,22.200000263750553,22.200000263750553,None,0.012532512,0.06672548,0.000280886,1.0
3200000,0.0016831979,2819.3333333333335,0.25813368,8.500000084439913,8.500000084439913,None,0.014388053,0.06723338,0.00028082915,1.0
3210000,0.0015856267,6938.666666666667,0.27580616,19.0333335523804,19.0333335523804,None,0.010774165,0.06459229,0.00028077207,1.0
3220000,0.00164023,2909.0,0.27320772,6.8000000566244125,6.8000000566244125,None,0.008904983,0.068548724,0.00028070895,1.0
3230000,0.0017919071,5980.75,0.26988095,15.525000181049109,15.525000181049109,None,0.013736455,0.068406664,0.00028064538,1.0
3240000,0.0010174536,2209.0,0.2949774,7.300000086426735,7.300000086426735,None,0.013907326,0.07047695,0.00028058817,1.0
3250000,0.0014312859,4571.0,0.31258765,13.700000159442425,13.700000159442425,None,0.010412527,0.06997219,0.00028053127,1.0
3260000,0.002475478,2748.0,0.29528755,8.025000108405948,8.025000108405948,None,0.014653116,0.0724436,0.00028046782,1.0
3270000,0.0016879165,2928.5,0.2897644,7.90000007301569,7.90000007301569,None,0.012270668,0.0699029,0.00028041063,1.0
3280000,0.0025559447,2074.3333333333335,0.28676286,4.833333386729161,4.833333386729161,None,0.013320252,0.06541453,0.00028035356,1.0
3290000,0.0015712627,2155.0,0.24996524,5.300000041723251,5.300000041723251,None,0.0127647845,0.06675364,0.0002802907,1.0
3300000,0.0016130472,1481.0,0.2714785,4.06666673719883,4.06666673719883,None,0.014594386,0.07191573,0.00028022748,1.0
3310000,0.0015717886,9435.0,0.2588871,27.700000263750553,27.700000263750553,None,0.007213006,0.06773309,0.00028017067,1.0
3320000,0.0015657077,1453.0,0.25433463,4.3000000566244125,4.3000000566244125,None,0.008463543,0.070641145,0.0002801139,1.0
3330000,0.002567578,6435.0,0.2909815,18.940000209212304,18.940000209212304,None,0.01744701,0.065797165,0.00028005065,1.0
3340000,0.0013748689,None,0.27765486,None,None,None,0.00878339,0.07194561,0.00027998688,1.0
3350000,0.0020729431,3184.4,0.28102064,7.220000094175338,7.220000094175338,None,0.018485315,0.0695236,0.0002799295,1.0
3360000,0.0018051516,3883.5,0.2693026,8.750000093132257,8.750000093132257,None,0.013154385,0.06633074,0.00027987253,1.0
3370000,0.0016880847,4008.3333333333335,0.2795622,10.566666789352894,10.566666789352894,None,0.012452019,0.071234435,0.00027980897,1.0
3380000,0.0019158742,2489.0,0.26512063,6.600000092759728,6.600000092759728,None,0.016490389,0.06543936,0.00027975172,1.0
3390000,0.0032530222,1465.0,0.2645524,2.8000000417232513,2.8000000417232513,None,0.008519667,0.06257985,0.0002796944,1.0
3400000,0.0016696026,3615.0,0.27050528,10.00000012293458,10.00000012293458,None,0.0076163234,0.070704766,0.00027963103,1.0
3410000,0.0022970063,2142.0,0.25805995,5.500000072643161,5.500000072643161,None,0.017429877,0.06186865,0.0002795677,1.0
3420000,0.0024761613,8641.333333333334,0.24628288,24.666666890184086,24.666666890184086,None,0.014982138,0.060715053,0.000279511,1.0
3430000,0.0015265597,None,0.25011498,None,None,None,0.00830637,0.07031821,0.00027945352,1.0
3440000,0.0014379966,10279.0,0.27236274,32.60000029951334,32.60000029951334,None,0.008892674,0.06943201,0.00027939,1.0
3450000,0.0013818472,3679.0,0.27440163,10.100000124424696,10.100000124424696,None,0.01173866,0.06814574,0.00027932675,1.0
3460000,0.0008111999,68313.0,0.2693479,186.90000203996897,186.90000203996897,None,0.0067895334,0.063629806,0.00027927,1.0
3470000,0.0025022228,4537.5,0.2837463,11.475000128149986,11.475000128149986,None,0.015934434,0.067440085,0.00027921362,1.0
3480000,0.00069657975,None,0.26757443,None,None,None,0.010017415,0.075035766,0.00027915044,1.0
3490000,0.0010368903,1389.0,0.2895318,1.700000025331974,1.700000025331974,None,0.01074283,0.06879722,0.00027908647,1.0
